date,cash_type,card,money,coffee_name
03/2025,card,ANON-0000-0000-1184,35.76,Cappuccino
03/2025,card,ANON-0000-0000-1190,25.96,Americano
03/2025,card,ANON-0000-0000-1198,25.96,Americano
03/2025,card,ANON-0000-0000-1254,35.76,Latte
03/2025,card,ANON-0000-0000-1152,25.96,Americano
03/2025,card,ANON-0000-0000-1157,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1184,35.76,Cappuccino
03/2025,card,ANON-0000-0000-1258,25.96,Americano
03/2025,card,ANON-0000-0000-1163,35.76,Cocoa
03/2025,card,ANON-0000-0000-1189,35.76,Latte
03/2025,card,ANON-0000-0000-1217,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1152,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1152,25.96,Americano
03/2025,card,ANON-0000-0000-1190,25.96,Americano
03/2025,card,ANON-0000-0000-1161,35.76,Cappuccino
03/2025,card,ANON-0000-0000-1244,35.76,Cocoa
03/2025,card,ANON-0000-0000-1244,35.76,Latte
03/2025,card,ANON-0000-0000-1227,35.76,Hot Chocolate
03/2025,card,ANON-0000-0000-1259,35.76,Hot Chocolate
03/2025,card,ANON-0000-0000-1184,35.76,Cappuccino
03/2025,card,ANON-0000-0000-1191,35.76,Latte
03/2025,card,ANON-0000-0000-1167,25.96,Americano
03/2025,card,ANON-0000-0000-1196,35.76,Cocoa
03/2025,card,ANON-0000-0000-1191,35.76,Latte
03/2025,card,ANON-0000-0000-1164,35.76,Latte
03/2025,card,ANON-0000-0000-1158,35.76,Cappuccino
03/2025,card,ANON-0000-0000-1158,35.76,Cappuccino
03/2025,card,ANON-0000-0000-1170,25.96,Americano
03/2025,card,ANON-0000-0000-1256,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1198,25.96,Americano
03/2025,card,ANON-0000-0000-1198,35.76,Hot Chocolate
03/2025,card,ANON-0000-0000-1198,25.96,Americano
03/2025,card,ANON-0000-0000-1179,35.76,Hot Chocolate
03/2025,card,ANON-0000-0000-1178,35.76,Hot Chocolate
03/2025,card,ANON-0000-0000-1162,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1257,35.76,Latte
03/2025,card,ANON-0000-0000-1161,35.76,Cappuccino
03/2025,card,ANON-0000-0000-1163,25.96,Americano
03/2025,card,ANON-0000-0000-1187,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1163,25.96,Americano
03/2025,card,ANON-0000-0000-1163,25.96,Americano
03/2025,card,ANON-0000-0000-1260,25.96,Americano
03/2025,card,ANON-0000-0000-1222,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1176,25.96,Americano
03/2025,card,ANON-0000-0000-1167,25.96,Americano
03/2025,card,ANON-0000-0000-1167,25.96,Americano
03/2025,card,ANON-0000-0000-1110,25.96,Americano
03/2025,card,ANON-0000-0000-1189,35.76,Cocoa
03/2025,card,ANON-0000-0000-1167,25.96,Americano
03/2025,card,ANON-0000-0000-1234,35.76,Cocoa
03/2025,card,ANON-0000-0000-1174,35.76,Latte
03/2025,card,ANON-0000-0000-1246,35.76,Latte
03/2025,card,ANON-0000-0000-1163,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1167,25.96,Americano
03/2025,card,ANON-0000-0000-1198,25.96,Americano
03/2025,card,ANON-0000-0000-1198,25.96,Americano
03/2025,card,ANON-0000-0000-1261,35.76,Cappuccino
03/2025,card,ANON-0000-0000-1248,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1184,35.76,Cappuccino
03/2025,card,ANON-0000-0000-1262,35.76,Cocoa
03/2025,card,ANON-0000-0000-1198,25.96,Americano
03/2025,card,ANON-0000-0000-1167,25.96,Americano
03/2025,card,ANON-0000-0000-1110,25.96,Americano
03/2025,card,ANON-0000-0000-1191,35.76,Latte
03/2025,card,ANON-0000-0000-1164,35.76,Latte
03/2025,card,ANON-0000-0000-1165,35.76,Hot Chocolate
03/2025,card,ANON-0000-0000-1222,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1263,21.06,Espresso
03/2025,card,ANON-0000-0000-1191,35.76,Latte
03/2025,card,ANON-0000-0000-1158,35.76,Cappuccino
03/2025,card,ANON-0000-0000-1264,35.76,Cocoa
03/2025,card,ANON-0000-0000-1210,35.76,Hot Chocolate
03/2025,card,ANON-0000-0000-1207,21.06,Espresso
03/2025,card,ANON-0000-0000-1207,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1163,25.96,Americano
03/2025,card,ANON-0000-0000-1163,25.96,Americano
03/2025,card,ANON-0000-0000-1198,25.96,Americano
03/2025,card,ANON-0000-0000-1265,35.76,Cappuccino
03/2025,card,ANON-0000-0000-1215,35.76,Latte
03/2025,card,ANON-0000-0000-1216,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1163,35.76,Cocoa
03/2025,card,ANON-0000-0000-1158,35.76,Cappuccino
03/2025,card,ANON-0000-0000-1153,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1161,35.76,Cappuccino
03/2025,card,ANON-0000-0000-1110,25.96,Americano
03/2025,card,ANON-0000-0000-1110,25.96,Americano
03/2025,card,ANON-0000-0000-1163,25.96,Americano
03/2025,card,ANON-0000-0000-1155,35.76,Hot Chocolate
03/2025,card,ANON-0000-0000-1266,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1266,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1262,35.76,Cocoa
03/2025,card,ANON-0000-0000-1189,35.76,Cocoa
03/2025,card,ANON-0000-0000-1157,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1210,35.76,Hot Chocolate
03/2025,card,ANON-0000-0000-1260,25.96,Americano
03/2025,card,ANON-0000-0000-1184,35.76,Cappuccino
03/2025,card,ANON-0000-0000-1191,35.76,Latte
03/2025,card,ANON-0000-0000-1164,35.76,Latte
03/2025,card,ANON-0000-0000-1191,35.76,Latte
03/2025,card,ANON-0000-0000-1165,35.76,Hot Chocolate
03/2025,card,ANON-0000-0000-1207,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1162,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1163,25.96,Americano
03/2025,card,ANON-0000-0000-1190,25.96,Americano
03/2025,card,ANON-0000-0000-1190,25.96,Americano
03/2025,card,ANON-0000-0000-1267,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1110,25.96,Americano
03/2025,card,ANON-0000-0000-1162,35.76,Cappuccino
03/2025,card,ANON-0000-0000-1268,21.06,Espresso
03/2025,card,ANON-0000-0000-1269,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1184,35.76,Cappuccino
03/2025,card,ANON-0000-0000-1163,25.96,Americano
03/2025,card,ANON-0000-0000-1153,35.76,Cappuccino
03/2025,card,ANON-0000-0000-1110,25.96,Americano
03/2025,card,ANON-0000-0000-1217,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1270,35.76,Cocoa
03/2025,card,ANON-0000-0000-1271,25.96,Americano
03/2025,card,ANON-0000-0000-1271,35.76,Latte
03/2025,card,ANON-0000-0000-1153,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1210,35.76,Hot Chocolate
03/2025,card,ANON-0000-0000-1272,35.76,Cocoa
03/2025,card,ANON-0000-0000-1273,35.76,Hot Chocolate
03/2025,card,ANON-0000-0000-1171,25.96,Americano
03/2025,card,ANON-0000-0000-1170,25.96,Americano
03/2025,card,ANON-0000-0000-1212,35.76,Hot Chocolate
03/2025,card,ANON-0000-0000-1191,35.76,Latte
03/2025,card,ANON-0000-0000-1165,35.76,Latte
03/2025,card,ANON-0000-0000-1274,35.76,Cappuccino
03/2025,card,ANON-0000-0000-1274,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1170,25.96,Americano
03/2025,card,ANON-0000-0000-1257,35.76,Latte
03/2025,card,ANON-0000-0000-1257,35.76,Latte
03/2025,card,ANON-0000-0000-1157,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1170,25.96,Americano
03/2025,card,ANON-0000-0000-1163,35.76,Cappuccino
03/2025,card,ANON-0000-0000-1275,35.76,Latte
03/2025,card,ANON-0000-0000-1170,25.96,Americano
03/2025,card,ANON-0000-0000-1170,25.96,Americano
03/2025,card,ANON-0000-0000-1171,25.96,Americano
03/2025,card,ANON-0000-0000-1276,35.76,Hot Chocolate
03/2025,card,ANON-0000-0000-1276,35.76,Cocoa
03/2025,card,ANON-0000-0000-1210,35.76,Hot Chocolate
03/2025,card,ANON-0000-0000-1184,35.76,Cappuccino
03/2025,card,ANON-0000-0000-1157,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1209,35.76,Latte
03/2025,card,ANON-0000-0000-1185,35.76,Cocoa
03/2025,card,ANON-0000-0000-1277,35.76,Cocoa
03/2025,card,ANON-0000-0000-1161,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1161,35.76,Cappuccino
03/2025,card,ANON-0000-0000-1163,25.96,Americano
03/2025,card,ANON-0000-0000-1163,25.96,Americano
03/2025,card,ANON-0000-0000-1278,25.96,Americano
03/2025,card,ANON-0000-0000-1279,35.76,Hot Chocolate
03/2025,card,ANON-0000-0000-1280,35.76,Latte
03/2025,card,ANON-0000-0000-1199,35.76,Latte
03/2025,card,ANON-0000-0000-1281,35.76,Cappuccino
03/2025,card,ANON-0000-0000-1191,35.76,Latte
03/2025,card,ANON-0000-0000-1165,35.76,Latte
03/2025,card,ANON-0000-0000-1170,25.96,Americano
03/2025,card,ANON-0000-0000-1264,35.76,Cocoa
03/2025,card,ANON-0000-0000-1282,25.96,Americano
03/2025,card,ANON-0000-0000-1158,35.76,Cappuccino
03/2025,card,ANON-0000-0000-1170,25.96,Americano
03/2025,card,ANON-0000-0000-1161,35.76,Cappuccino
03/2025,card,ANON-0000-0000-1153,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1163,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1168,35.76,Latte
03/2025,card,ANON-0000-0000-1207,21.06,Espresso
03/2025,card,ANON-0000-0000-1283,25.96,Americano
03/2025,card,ANON-0000-0000-1284,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1167,25.96,Americano
03/2025,card,ANON-0000-0000-1191,35.76,Latte
03/2025,card,ANON-0000-0000-1285,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1194,25.96,Americano
03/2025,card,ANON-0000-0000-1158,35.76,Cappuccino
03/2025,card,ANON-0000-0000-1170,25.96,Americano
03/2025,card,ANON-0000-0000-1286,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1271,25.96,Americano
03/2025,card,ANON-0000-0000-1287,35.76,Latte
03/2025,card,ANON-0000-0000-1207,21.06,Espresso
03/2025,card,ANON-0000-0000-1170,25.96,Americano
03/2025,card,ANON-0000-0000-1110,25.96,Americano
03/2025,card,ANON-0000-0000-1288,35.76,Latte
03/2025,card,ANON-0000-0000-1288,35.76,Cappuccino
03/2025,card,ANON-0000-0000-1170,25.96,Americano
03/2025,card,ANON-0000-0000-1165,35.76,Latte
03/2025,card,ANON-0000-0000-1191,35.76,Latte
03/2025,card,ANON-0000-0000-1165,35.76,Latte
03/2025,card,ANON-0000-0000-1170,25.96,Americano
03/2025,card,ANON-0000-0000-1276,35.76,Cocoa
03/2025,card,ANON-0000-0000-1289,35.76,Cocoa
03/2025,card,ANON-0000-0000-1289,35.76,Cocoa
03/2025,card,ANON-0000-0000-1290,25.96,Americano
03/2025,card,ANON-0000-0000-1167,25.96,Americano
03/2025,card,ANON-0000-0000-1191,35.76,Latte
03/2025,card,ANON-0000-0000-1165,35.76,Latte
03/2025,card,ANON-0000-0000-1291,25.96,Americano
03/2025,card,ANON-0000-0000-1214,25.96,Americano
03/2025,card,ANON-0000-0000-1163,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1158,35.76,Cappuccino
03/2025,card,ANON-0000-0000-1167,25.96,Americano
03/2025,card,ANON-0000-0000-0046,35.76,Cappuccino
03/2025,card,ANON-0000-0000-1152,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1217,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1292,35.76,Cappuccino
03/2025,card,ANON-0000-0000-1161,35.76,Cappuccino
03/2025,card,ANON-0000-0000-1293,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1294,35.76,Latte
03/2025,card,ANON-0000-0000-1294,35.76,Hot Chocolate
03/2025,card,ANON-0000-0000-1170,25.96,Americano
03/2025,card,ANON-0000-0000-1163,25.96,Americano
03/2025,card,ANON-0000-0000-1110,25.96,Americano
03/2025,card,ANON-0000-0000-1110,25.96,Americano
03/2025,card,ANON-0000-0000-1153,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1163,25.96,Americano
03/2025,card,ANON-0000-0000-1203,25.96,Americano
03/2025,card,ANON-0000-0000-1276,35.76,Cocoa
03/2025,card,ANON-0000-0000-1276,35.76,Cocoa
03/2025,card,ANON-0000-0000-1295,35.76,Latte
03/2025,card,ANON-0000-0000-1158,35.76,Cappuccino
03/2025,card,ANON-0000-0000-1165,35.76,Latte
03/2025,card,ANON-0000-0000-1191,35.76,Latte
03/2025,card,ANON-0000-0000-1167,25.96,Americano
03/2025,card,ANON-0000-0000-1296,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1168,35.76,Latte
03/2025,card,ANON-0000-0000-1215,35.76,Latte
03/2025,card,ANON-0000-0000-1215,25.96,Americano
03/2025,card,ANON-0000-0000-1297,35.76,Hot Chocolate
03/2025,card,ANON-0000-0000-1297,35.76,Hot Chocolate
03/2025,card,ANON-0000-0000-1293,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1110,25.96,Americano
03/2025,card,ANON-0000-0000-1166,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1203,25.96,Americano
03/2025,card,ANON-0000-0000-1165,35.76,Latte
03/2025,card,ANON-0000-0000-1203,21.06,Espresso
03/2025,card,ANON-0000-0000-1163,35.76,Cocoa
03/2025,card,ANON-0000-0000-1163,35.76,Cocoa
03/2025,card,ANON-0000-0000-1276,35.76,Cocoa
03/2025,card,ANON-0000-0000-1276,35.76,Cocoa
03/2025,card,ANON-0000-0000-1298,35.76,Latte
03/2025,card,ANON-0000-0000-1152,25.96,Americano
03/2025,card,ANON-0000-0000-0261,25.96,Americano
03/2025,card,ANON-0000-0000-1161,35.76,Cappuccino
03/2025,card,ANON-0000-0000-0019,25.96,Americano
03/2025,card,ANON-0000-0000-1227,35.76,Hot Chocolate
03/2025,card,ANON-0000-0000-1110,25.96,Americano
03/2025,card,ANON-0000-0000-1299,25.96,Americano
03/2025,card,ANON-0000-0000-1295,35.76,Latte
03/2025,card,ANON-0000-0000-1300,35.76,Latte
03/2025,card,ANON-0000-0000-1191,35.76,Latte
03/2025,card,ANON-0000-0000-1167,25.96,Americano
03/2025,card,ANON-0000-0000-1158,35.76,Cappuccino
03/2025,card,ANON-0000-0000-1158,35.76,Cappuccino
03/2025,card,ANON-0000-0000-1152,25.96,Americano
03/2025,card,ANON-0000-0000-1110,25.96,Americano
03/2025,card,ANON-0000-0000-1275,35.76,Cocoa
03/2025,card,ANON-0000-0000-1219,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1222,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1301,25.96,Cortado
03/2025,card,ANON-0000-0000-1302,21.06,Espresso
03/2025,card,ANON-0000-0000-1303,21.06,Espresso
03/2025,card,ANON-0000-0000-1304,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1152,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1293,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1305,25.96,Americano
03/2025,card,ANON-0000-0000-1110,25.96,Americano
03/2025,card,ANON-0000-0000-1306,25.96,Americano
03/2025,card,ANON-0000-0000-1152,25.96,Americano
03/2025,card,ANON-0000-0000-1290,25.96,Americano
03/2025,card,ANON-0000-0000-1290,21.06,Espresso
03/2025,card,ANON-0000-0000-1307,25.96,Cortado
03/2025,card,ANON-0000-0000-1308,35.76,Cappuccino
03/2025,card,ANON-0000-0000-1161,35.76,Cappuccino
03/2025,card,ANON-0000-0000-1170,25.96,Americano
03/2025,card,ANON-0000-0000-1276,25.96,Americano
03/2025,card,ANON-0000-0000-1158,35.76,Cappuccino
03/2025,card,ANON-0000-0000-1309,25.96,Americano
03/2025,card,ANON-0000-0000-1233,35.76,Hot Chocolate
03/2025,card,ANON-0000-0000-1310,35.76,Cocoa
03/2025,card,ANON-0000-0000-1158,35.76,Cappuccino
03/2025,card,ANON-0000-0000-1298,35.76,Latte
03/2025,card,ANON-0000-0000-1163,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1163,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1306,25.96,Americano
03/2025,card,ANON-0000-0000-1110,25.96,Americano
03/2025,card,ANON-0000-0000-1110,25.96,Americano
03/2025,card,ANON-0000-0000-1311,35.76,Cappuccino
03/2025,card,ANON-0000-0000-1163,25.96,Americano
03/2025,card,ANON-0000-0000-0019,35.76,Latte
03/2025,card,ANON-0000-0000-1306,25.96,Americano
03/2025,card,ANON-0000-0000-1275,35.76,Latte
03/2025,card,ANON-0000-0000-1158,35.76,Cappuccino
03/2025,card,ANON-0000-0000-1312,35.76,Cappuccino
03/2025,card,ANON-0000-0000-1170,25.96,Americano
03/2025,card,ANON-0000-0000-1110,35.76,Latte
03/2025,card,ANON-0000-0000-1163,35.76,Cappuccino
03/2025,card,ANON-0000-0000-1259,35.76,Hot Chocolate
03/2025,card,ANON-0000-0000-1165,35.76,Latte
03/2025,card,ANON-0000-0000-1191,35.76,Latte
03/2025,card,ANON-0000-0000-0507,35.76,Latte
03/2025,card,ANON-0000-0000-1170,25.96,Americano
03/2025,card,ANON-0000-0000-1274,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1152,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1259,35.76,Hot Chocolate
03/2025,card,ANON-0000-0000-1279,35.76,Cocoa
03/2025,card,ANON-0000-0000-1313,30.86,Americano with Milk
03/2025,card,ANON-0000-0000-1306,25.96,Americano
